scn_id,scn_cls,scn_sentence,reasoning,qid01,query01,ktype_num01,ktype01,ctype_num01,ctype01,qtype_num01,qtype01,qid02,query02,ktype_num02,ktype02,ctype_num02,ctype02,qtype_num02,qtype02,qid03,query03,ktype_num03,ktype03,ctype_num03,ctype03,qtype_num03,qtype03,qid04,query04,ktype_num04,ktype04,ctype_num04,ctype04,qtype_num04,qtype04,qid05,query05,ktype_num05,ktype05,ctype_num05,ctype05,qtype_num05,qtype05
A0U7N6,0,A bedside lamp is found in the bathroom,"It's unclear why a bedside lamp, which is typically found in a bedroom, is located in the bathroom.",A0U7N6Q01,Why is the bedside lamp in the bathroom?,5,Spatial layout,2,Comprehension,10,Intention disclosure,A0U7N6Q02,Is there any electrical outlet in the bathroom for the lamp?,5,Spatial layout,1,Knowledge,3,Concept completion,A0U7N6Q03,Was the lamp moved for cleaning or repair?,9,Causality,3,Operation,2,Case specification,A0U7N6Q04,Is there any sign of a struggle or disturbance in the room?,5,Spatial layout,3,Operation,1,Verification,A0U7N6Q05,Does the lamp belong to the person who primarily uses the bathroom?,1,Identity,1,Knowledge,4,Feature specification
A12K0U,0,A laptop teetered on the edge of a washing machine,"It's unclear why a laptop is precariously placed on the edge of a washing machine, a location that could potentially damage it.",A12K0UQ01,Why is the laptop on the edge of the washing machine?,5,Spatial layout,2,Comprehension,10,Intention disclosure,A12K0UQ02,Could the vibrations from the washing machine cause the laptop to fall?,9,Causality,3,Operation,9,Cause elucidation,A12K0UQ03,Is there a risk of water damage to the laptop?,3,Attributes,3,Operation,1,Verification,A12K0UQ04,Who placed the laptop there?,1,Identity,1,Knowledge,3,Concept completion,A12K0UQ05,Are there safer places nearby to put the laptop?,5,Spatial layout,3,Operation,2,Case specification
A2G6M5,0,A suitcase is open on the living room floor,It's unclear who left the suitcase open on the living room floor.,A2G6M5Q01,Who left the suitcase open on the living room floor?,1,Identity,1,Knowledge,3,Concept completion,A2G6M5Q02,What is inside the open suitcase?,7,Contents,1,Knowledge,4,Feature specification,A2G6M5Q03,Is the suitcase being packed or unpacked?,8,Procedure,3,Operation,2,Case specification,A2G6M5Q04,Why is the suitcase in the living room and not in a bedroom?,9,Causality,3,Operation,10,Intention disclosure,A2G6M5Q05,Are there any signs of a rushed packing or unpacking?,3,Attributes,3,Operation,8,Interpretation
A38TH6,0,A feather duster perches atop a computer monitor,"It's unclear why a feather duster would be perched atop a computer monitor, a place typically not associated with dusting.",A38TH6Q01,Why is a feather duster on top of a computer monitor?,7,Contents,2,Comprehension,10,Intention disclosure,A38TH6Q02,Is the computer monitor being used or is it abandoned?,3,Attributes,3,Operation,2,Case specification,A38TH6Q03,What is the condition of the room where the computer monitor is located?,5,Spatial layout,3,Operation,3,Concept completion,A38TH6Q04,Who placed the feather duster there and why?,1,Identity,3,Operation,10,Intention disclosure,A38TH6Q05,Is the feather duster used for cleaning the computer monitor or does it serve another purpose?,3,Attributes,3,Operation,2,Case specification
A51N0F,1,The pilot landed the plane at a different airport,It's unclear why the pilot landed the plane at a different airport.,A51N0FQ01,Why did the pilot land at a different airport?,9,Causality,3,Operation,10,Intention disclosure,A51N0FQ02,Was there a problem with the original airport?,3,Attributes,3,Operation,1,Verification,A51N0FQ03,What were the reactions of the passengers?,11,Internal state,4,Evaluation,11,Result account,A51N0FQ04,Did the change in airport affect the flight schedule?,6,Temporal relation,3,Operation,1,Verification,A51N0FQ05,How did the airline handle the unexpected change in landing location?,8,Procedure,3,Operation,12,Method explication
A5OH31,1,"A teacher always assigns group projects, but never offers any guidance or feedback","It's unclear how the teacher, who always assigns group projects, expects the students to improve without offering any guidance or feedback.",A5OH31Q01,Why doesn't the teacher provide guidance for group projects?,10,Intention,4,Evaluation,10,Intention disclosure,A5OH31Q02,What is the teacher's rationale behind consistently assigning group projects?,10,Intention,2,Comprehension,10,Intention disclosure,A5OH31Q03,How do the students feel about the lack of feedback?,11,Internal state,4,Evaluation,11,Result account,A5OH31Q04,Does the teacher's approach affect the quality of the projects?,9,Causality,3,Operation,1,Verification,A5OH31Q05,Are there any measures in place to address this issue?,8,Procedure,3,Operation,3,Concept completion
A64B9Q,1,A man walks into a library and starts stacking books in the corner,"It's unclear why the man is stacking books in the corner of the library, which is not a typical behavior for library patrons.",A64B9QQ01,Why is the man stacking books in the corner of the library?,10,Intention,2,Comprehension,10,Intention disclosure,A64B9QQ02,Is the man a library staff or a visitor?,2,Class,4,Evaluation,2,Case specification,A64B9QQ03,What types of books is he stacking?,3,Attributes,3,Operation,4,Feature specification,A64B9QQ04,Is there a specific order or pattern to how he's stacking the books?,8,Procedure,3,Operation,12,Method explication,A64B9QQ05,"Are there other people in the library, and if so, how are they reacting to his actions?",11,Internal state,2,Comprehension,11,Result account
A65S8P,2,"A man, always clean-shaven, now boasts a month's growth of beard","It's unclear why the man, who is always clean-shaven, now has a month's growth of beard.",A65S8PQ01,Why has the man stopped shaving his beard?,9,Causality,2,Comprehension,10,Intention disclosure,A65S8PQ02,What changes in his lifestyle led to this decision?,10,Intention,3,Operation,9,Cause elucidation,A65S8PQ03,Is there a specific reason for his sudden change in appearance?,9,Causality,4,Evaluation,1,Verification,A65S8PQ04,How has this change affected his personal and professional life?,7,Contents,3,Operation,11,Result account,A65S8PQ05,Does this change in appearance reflect a deeper change in his personality or beliefs?,11,Internal state,4,Evaluation,8,Interpretation
A74M6B,0,An umbrella is propped open on a bed,"It's unclear why an umbrella is propped open on a bed, a place typically not associated with its use.",A74M6BQ01,Why is the umbrella open on the bed?,9,Causality,2,Comprehension,10,Intention disclosure,A74M6BQ02,Is it raining inside the room?,3,Attributes,3,Operation,1,Verification,A74M6BQ03,Who left the umbrella there?,1,Identity,3,Operation,3,Concept completion,A74M6BQ04,What is the condition of the bed?,3,Attributes,1,Knowledge,4,Feature specification,A74M6BQ05,Is there any significance to the umbrella being on the bed?,7,Contents,4,Evaluation,8,Interpretation
A7U23F,2,"A baby, once unable to sit, now tries to stand","It's unclear how the baby, who was once unable to sit, is now attempting to stand.",A7U23FQ01,What prompted the baby's sudden attempt to stand?,9,Causality,2,Comprehension,9,Cause elucidation,A7U23FQ02,How long has the baby been unable to sit?,6,Temporal relation,1,Knowledge,5,Quantification,A7U23FQ03,Are there any supportive structures nearby the baby could use to aid standing?,5,Spatial layout,3,Operation,4,Feature specification,A7U23FQ04,What is the baby's reaction to this newfound ability?,11,Internal state,4,Evaluation,11,Result account,A7U23FQ05,Is there anyone present to supervise the baby's attempts?,1,Identity,1,Knowledge,1,Verification
A862IQ,1,A gentleman hands his umbrella to a stranger and continues to walk basking in the rain,It's unclear why the gentleman would hand his umbrella to a stranger and choose to walk in the rain himself.,A862IQQ01,Why did the gentleman give his umbrella to a stranger?,9,Causality,2,Comprehension,10,"""Intention disclosure""",A862IQQ02,What is the relationship between the gentleman and the stranger?,2,Class,1,Knowledge,3,"""Concept completion""",A862IQQ03,Is the gentleman enjoying the rain or is he forced to walk in it?,10,Intention,4,Evaluation,2,"""Case specification""",A862IQQ04,What is the gentleman's emotional state after giving away his umbrella?,11,Internal state,4,Evaluation,4,"""Feature specification""",A862IQQ05,What is the weather condition apart from the rain?,3,Attributes,1,Knowledge,3,"""Concept completion"""
A8R16B,2,"An express train was stopped at a small, rarely used station.","It's unclear why an express train, which typically bypasses small stations, was stopped at a rarely used station.",A8R16BQ01,"Why was the express train stopped at a small, rarely used station?",9,Causality,3,Operation,10,Intention disclosure,A8R16BQ02,What is the usual route of this express train?,5,Spatial layout,1,Knowledge,3,Concept completion,A8R16BQ03,Are there any passengers on board?,4,Quantities,1,Knowledge,1,Verification,A8R16BQ04,What is the condition of the station?,3,Attributes,2,Comprehension,4,Feature specification,A8R16BQ05,Is there any unusual activity happening around the station?,7,Contents,3,Operation,1,Verification
A8ZV34,1,A politician takes notes during casual conversations at a party,"It's unclear why the politician is taking notes during casual conversations at a party, which is an unusual behavior in a social setting.",A8ZV34Q01,What is the politician's motive for taking notes during casual conversations?,10,Intention,2,Comprehension,10,Intention disclosure,A8ZV34Q02,Who are the individuals the politician is conversing with at the party?,1,Identity,1,Knowledge,3,Concept completion,A8ZV34Q03,Is the politician using these notes for personal or professional purposes?,3,Attributes,4,Evaluation,2,Case specification,A8ZV34Q04,How are the other guests reacting to the politician's note-taking?,11,Internal state,3,Operation,11,Result account,A8ZV34Q05,Does the politician's note-taking habit affect his social interactions at the party?,9,Causality,3,Operation,11,Result account
A9CS51,2,"A dog, once afraid of water, now jumps into the pool","It's unclear how the dog, who was once afraid of water, overcame its fear to now jump into the pool.",A9CS51Q01,What caused the dog's fear of water to change?,9,Causality,3,Operation,9,Cause elucidation,A9CS51Q02,Has the dog received any training to overcome its fear?,8,Procedure,3,Operation,1,Verification,A9CS51Q03,Are there any specific events that might have triggered this change in behavior?,9,Causality,3,Operation,9,Cause elucidation,A9CS51Q04,Is the dog now comfortable with water in other situations as well?,3,Attributes,3,Operation,0,Undetermined,A9CS51Q05,What are the reactions of the people around the dog to this change?,11,Internal state,4,Evaluation,11,Result account
A9G05S,2,"The cat, previously aloof, now seeks affection","It's unclear why the cat, who was previously aloof, is now seeking affection.",A9G05SQ01,What caused the cat's sudden change in behavior?,9,Causality,3,Operation,9,Cause elucidation,A9G05SQ02,Has there been any recent changes in the cat's environment?,3,Attributes,3,Operation,3,Concept completion,A9G05SQ03,Could the cat be experiencing any health issues?,3,Attributes,3,Operation,3,Concept completion,A9G05SQ04,Is there a specific person the cat is seeking affection from?,1,Identity,3,Operation,4,Feature specification,A9G05SQ05,What is the cat's usual behavior towards affection?,3,Attributes,1,Knowledge,4,Feature specification
AB90M7,2,A wristwatch started making loud rubbing noises,"It's unclear how a wristwatch, which is typically a quiet device, started making loud rubbing noises.",AB90M7Q01,What is causing the wristwatch to make loud rubbing noises?,9,Causality,3,Operation,9,Cause elucidation,AB90M7Q02,Is the wristwatch old or new?,3,Attributes,4,Evaluation,2,Case specification,AB90M7Q03,Has the wristwatch been exposed to any extreme conditions recently?,3,Attributes,3,Operation,1,Verification,AB90M7Q04,Is the noise continuous or intermittent?,3,Attributes,2,Comprehension,2,Case specification,AB90M7Q05,Has the wristwatch undergone any recent repairs or modifications?,8,Procedure,3,Operation,1,Verification
AE27L1,2,"The athlete, once swift and nimble, now slows his pace","It's unclear why the athlete, who was once swift and nimble, has now slowed his pace.",AE27L1Q01,What caused the athlete's decline in performance?,9,Causality,3,Operation,9,Cause elucidation,AE27L1Q02,Is the athlete suffering from any injuries?,3,Attributes,1,Knowledge,1,Verification,AE27L1Q03,Has the athlete's training regimen changed recently?,3,Attributes,1,Knowledge,3,Concept completion,AE27L1Q04,Is the athlete's slowing pace a result of aging?,9,Causality,3,Operation,1,Verification,AE27L1Q05,Could the athlete's slower pace be due to psychological factors?,11,Internal state,3,Operation,1,Verification
AF7M01,2,The sturdy oak tree that was once full of life now stood bare and skeletal,"It's unclear why the sturdy oak tree, which was once full of life, now stands bare and skeletal.",AF7M01Q01,What caused the oak tree to become bare and skeletal?,9,Causality,3,Operation,9,Cause elucidation,AF7M01Q02,Are there any signs of disease or pests on the tree?,3,Attributes,3,Operation,4,Feature specification,AF7M01Q03,Has there been any recent changes in the weather or environment?,6,Temporal relation,3,Operation,3,Concept completion,AF7M01Q04,Is this condition affecting other trees in the area?,5,Spatial layout,3,Operation,3,Concept completion,AF7M01Q05,What was the last time the tree appeared healthy and full of life?,6,Temporal relation,1,Knowledge,3,Concept completion
AJE918,0,A set of measuring spoons dangles from a showerhead.,"It's unclear why a set of measuring spoons would be hanging from a showerhead, a place where they are not typically found.",AJE918Q01,Why are the measuring spoons hanging from the showerhead?,9,Causality,2,Comprehension,10,Intention disclosure,AJE918Q02,Is this a common practice or a one-time occurrence?,2,Class,4,Evaluation,2,Case specification,AJE918Q03,What is the condition of the bathroom?,3,Attributes,1,Knowledge,4,Feature specification,AJE918Q04,Are there any other unusual items in the shower?,5,Spatial layout,1,Knowledge,3,Concept completion,AJE918Q05,Who might have placed the spoons there?,1,Identity,3,Operation,10,Intention disclosure
AM5I74,1,"A coworker types with only two fingers, despite being proficient with a keyboard",It's unclear how the coworker is proficient with a keyboard yet only types with two fingers.,AM5I74Q01,Why does the coworker only use two fingers if they're proficient with a keyboard?,10,Intention,2,Comprehension,10,Intention disclosure,AM5I74Q02,Is there a specific reason behind their unique typing style?,9,Causality,3,Operation,9,Cause elucidation,AM5I74Q03,Could this method be a result of a physical condition or limitation?,9,Causality,3,Operation,2,Case specification,AM5I74Q04,Does this technique affect their productivity or speed?,4,Quantities,3,Operation,11,Result account,AM5I74Q05,Has the coworker ever tried to change their typing habits?,10,Intention,4,Evaluation,10,Intention disclosure
AP14U5,1,A zookeeper reading a bedtime story to the giraffes,"It's unclear why the zookeeper is reading a bedtime story to the giraffes, as it's not a common practice in animal care.",AP14U5Q01,Why is the zookeeper reading a bedtime story to the giraffes?,10,Intention,2,Comprehension,10,Intention disclosure,AP14U5Q02,What is the content of the story being read to the giraffes?,7,Contents,1,Knowledge,3,Concept completion,AP14U5Q03,How are the giraffes reacting to the bedtime story?,11,Internal state,3,Operation,11,Result account,AP14U5Q04,Is this a common practice among zookeepers?,2,Class,4,Evaluation,1,Verification,AP14U5Q05,What time of day is the zookeeper reading the story?,6,Temporal relation,1,Knowledge,3,Concept completion
AQ4P90,0,A skateboard is propped up in a grocery cart,"It's unclear why a skateboard is propped up in a grocery cart, which is an unusual place for it.",AQ4P90Q01,Who left the skateboard in the grocery cart?,1,Identity,1,Knowledge,3,Concept completion,AQ4P90Q02,Is the skateboard being used for transportation or for a grocery item?,3,Attributes,3,Operation,2,Case specification,AQ4P90Q03,What is the condition of the skateboard?,3,Attributes,1,Knowledge,4,Feature specification,AQ4P90Q04,Are there any other items in the grocery cart?,4,Quantities,1,Knowledge,3,Concept completion,AQ4P90Q05,Is the grocery cart inside or outside the store?,5,Spatial layout,1,Knowledge,2,Case specification
AQ6T74,2,"The artist, always brimming with ideas, now stares blankly at his canvas","It's unclear why the artist, who is always brimming with ideas, is now staring blankly at his canvas.",AQ6T74Q01,What has caused the artist's sudden lack of inspiration?,9,Causality,3,Operation,9,Cause elucidation,AQ6T74Q02,Is there a particular reason why the artist is staring blankly at his canvas?,10,Intention,3,Operation,10,Intention disclosure,AQ6T74Q03,Has the artist been facing any recent personal or professional challenges?,11,Internal state,3,Operation,3,Concept completion,AQ6T74Q04,What is the usual process of the artist when creating a new piece?,8,Procedure,3,Operation,12,Method explication,AQ6T74Q05,Does the artist have any rituals or routines to stimulate creativity?,8,Procedure,1,Knowledge,12,Method explication
AVD785,0,A garden hose is coiled up on a sofa,"It's unclear why a garden hose is coiled up on a sofa, a place typically reserved for sitting and not for storing garden tools.",AVD785Q01,Why is a garden hose on a sofa?,7,Contents,2,Comprehension,3,Concept completion,AVD785Q02,What is the condition of the sofa after the hose was placed on it?,3,Attributes,3,Operation,11,Result account,AVD785Q03,Is the hose clean or dirty?,3,Attributes,3,Operation,2,Case specification,AVD785Q04,Was the hose used recently or has it been there for a while?,6,Temporal relation,3,Operation,2,Case specification,AVD785Q05,What is the purpose of placing the hose on the sofa?,10,Intention,4,Evaluation,10,Intention disclosure
AW95N6,1,A teammate never celebrates after scoring a goal,It's unclear why the teammate never celebrates after scoring a goal.,AW95N6Q01,Why doesn't the teammate celebrate after scoring a goal?,10,Intention,2,Comprehension,10,Intention disclosure,AW95N6Q02,Is there a specific reason behind their lack of celebration?,9,Causality,4,Evaluation,9,Cause elucidation,AW95N6Q03,Does the teammate show any other form of emotion or reaction after scoring?,11,Internal state,2,Comprehension,4,Feature specification,AW95N6Q04,What is the general team's reaction to the teammate's lack of celebration?,11,Internal state,2,Comprehension,11,Result account,AW95N6Q05,Could this behavior be related to the teammate's personal beliefs or values?,10,Intention,4,Evaluation,10,Intention disclosure
AZ64S7,1,A mechanic uses a hammer to fix cars,"It's unclear how a mechanic is using a hammer to fix cars, as this tool is not typically associated with intricate car repairs.",AZ64S7Q01,Why is the mechanic using a hammer to fix cars?,8,Procedure,3,Operation,10,Intention disclosure,AZ64S7Q02,What specific part of the car is the mechanic trying to fix?,3,Attributes,3,Operation,3,Concept completion,AZ64S7Q03,Is the hammer the mechanic's tool of choice or a last resort?,10,Intention,4,Evaluation,2,Case specification,AZ64S7Q04,What is the mechanic's level of expertise?,3,Attributes,4,Evaluation,4,Feature specification,AZ64S7Q05,Are there other tools available for the mechanic to use?,3,Attributes,3,Operation,1,Verification
B0R59C,1,"A man never throws away any of his old newspapers, stacking them up in his living room","It's unclear why the man never throws away any of his old newspapers, resulting in stacks in his living room.",B0R59CQ01,Why does the man keep all his old newspapers?,9,Causality,2,Comprehension,10,Intention disclosure,B0R59CQ02,What is the condition of his living room due to the stacked newspapers?,3,Attributes,3,Operation,4,Feature specification,B0R59CQ03,Does the man have any emotional attachment to these newspapers?,11,Internal state,4,Evaluation,10,Intention disclosure,B0R59CQ04,Are there any specific newspapers he values more?,3,Attributes,4,Evaluation,2,Case specification,B0R59CQ05,Does he have any plans for these accumulated newspapers?,10,Intention,3,Operation,13,Expectation
B0U9D5,1,"A classmate frequently doodles during lectures, but still gets top grades",It's unclear how the classmate manages to get top grades despite frequently doodling during lectures.,B0U9D5Q01,How does the classmate manage to excel acadically despite doodling during lectures?,10,Intention,3,Operation,12,Method explication,B0U9D5Q02,What is the content of the doodles?,7,Contents,1,Knowledge,4,Feature specification,B0U9D5Q03,Does the doodling aid in their learning process?,9,Causality,3,Operation,1,Verification,B0U9D5Q04,What is the classmate's study routine outside of lectures?,8,Procedure,1,Knowledge,12,Method explication,B0U9D5Q05,What is the lecturer's reaction to the doodling?,11,Internal state,1,Knowledge,11,Result account
B2P89H,1,"A man always leaves his car keys in the exact same place, but constantly misplaces his wallet","It's unclear how the man, who is so meticulous about placing his car keys in the exact same spot, constantly misplaces his wallet.",B2P89HQ01,Why does the man consistently misplace his wallet but not his car keys?,9,Causality,3,Operation,10,Intention disclosure,B2P89HQ02,Does the man have a specific reason for always leaving his car keys in the same place?,10,Intention,3,Operation,9,Cause elucidation,B2P89HQ03,Is there a pattern to where the man usually finds his misplaced wallet?,7,Contents,3,Operation,3,Concept completion,B2P89HQ04,Could there be a psychological or medical reason behind his forgetfulness?,9,Causality,4,Evaluation,8,Interpretation,B2P89HQ05,What steps has the man taken to prevent misplacing his wallet in the future?,8,Procedure,3,Operation,12,Method explication
B3K5S1,1,A woman was spotted walking her dog at three in the morning,"It's unclear why the woman was walking her dog at such an unusual hour, three in the morning.",B3K5S1Q01,Why was the woman walking her dog at such an unusual hour?,0,Undetermined,2,Comprehension,10,Intention disclosure,B3K5S1Q02,Is it a regular routine for her to walk her dog at this time?,0,Undetermined,0,Undetermined,1,Verification,B3K5S1Q03,What kind of area was she walking her dog in?,5,Spatial layout,1,Knowledge,4,Feature specification,B3K5S1Q04,Did she seem distressed or was she calm during the walk?,11,Internal state,4,Evaluation,2,Case specification,B3K5S1Q05,Was there anyone else around at that time?,6,Temporal relation,1,Knowledge,3,Concept completion
B487DY,1,A kid was throwing stones to apples hanging on trees in the park,It's unclear why the kid was throwing stones at apples hanging on trees in the park.,B487DYQ01,Why was the kid throwing stones at the apples?,10,Intention,2,Comprehension,10,Intention disclosure,B487DYQ02,What was the reaction of other people in the park?,11,Internal state,2,Comprehension,11,Result account,B487DYQ03,Did the kid manage to knock down any apples?,4,Quantities,3,Operation,1,Verification,B487DYQ04,Was there any damage to the trees?,3,Attributes,3,Operation,1,Verification,B487DYQ05,What happened to the apples that were hit by the stones?,7,Contents,3,Operation,11,Result account
B546EP,1,"A man insists on taking the scenic route, even though it is longer and more time-consuming","It's unclear why the man insists on taking the scenic route, despite it being longer and more time-consuming.",B546EPQ01,What motivates the man to choose the scenic route despite its length?,10,Intention,2,Comprehension,10,Intention disclosure,B546EPQ02,Is there a specific reason he avoids the shorter route?,9,Causality,2,Comprehension,9,Cause elucidation,B546EPQ03,Does the man have any time constraints that might be affected by this decision?,4,Quantities,3,Operation,5,Quantification,B546EPQ04,What is the man's emotional state during the journey?,11,Internal state,4,Evaluation,4,Feature specification,B546EPQ05,How does the scenic route differ from the shorter one in terms of landscape and attractions?,3,Attributes,1,Knowledge,7,Comparison
B5N1T7,0,A mug is on the bookshelf,"It's unclear why a mug, which is typically found in a kitchen or dining area, is on the bookshelf.",B5N1T7Q01,What is the purpose of the mug on the bookshelf?,10,Intention,2,Comprehension,10,Intention disclosure,B5N1T7Q02,Is the mug being used as a bookend?,3,Attributes,3,Operation,1,Verification,B5N1T7Q03,Does the mug contain anything?,7,Contents,1,Knowledge,3,Concept completion,B5N1T7Q04,Is the mug a part of a collection?,2,Class,3,Operation,1,Verification,B5N1T7Q05,What is the significance of the mug's placement on the bookshelf?,5,Spatial layout,4,Evaluation,8,Interpretation
B6NT30,0,A broom is lying in the bathtub,"It's unclear why a broom, which is typically used for cleaning floors, is lying in the bathtub.",B6NT30Q01,Why is the broom in the bathtub?,5,Spatial layout,2,Comprehension,10,Intention disclosure,B6NT30Q02,Is the broom being used to clean the bathtub?,8,Procedure,3,Operation,1,Verification,B6NT30Q03,Was there a recent cleaning activity?,6,Temporal relation,3,Operation,1,Verification,B6NT30Q04,Is the broom left there by mistake?,9,Causality,3,Operation,1,Verification,B6NT30Q05,Does the broom have a specific purpose in the bathroom?,3,Attributes,3,Operation,4,Feature specification
B6S8E9,0,A rubber duck is floating in the toilet bowl,It's unclear how a rubber duck ended up floating in the toilet bowl.,B6S8E9Q01,Why is there a rubber duck in the toilet bowl?,5,Spatial layout,2,Comprehension,10,Intention disclosure,B6S8E9Q02,Who could have possibly put it there?,1,Identity,3,Operation,3,Concept completion,B6S8E9Q03,Is this a common occurrence in this household?,7,Contents,3,Operation,1,Verification,B6S8E9Q04,Could this be a prank or a sign of a child's mischief?,10,Intention,4,Evaluation,2,Case specification,B6S8E9Q05,What is the condition of the toilet bowl and the rubber duck?,3,Attributes,1,Knowledge,4,Feature specification
B754JD,0,A can opener is sitting on a basketball court,"It's unclear why a can opener is sitting on a basketball court, a place typically associated with sports, not kitchen utensils.",B754JDQ01,Why is a can opener on a basketball court?,5,Spatial layout,2,Comprehension,10,Intention disclosure,B754JDQ02,Is there a connection between the can opener and the game?,9,Causality,3,Operation,8,Interpretation,B754JDQ03,Who might have left the can opener there?,1,Identity,3,Operation,3,Concept completion,B754JDQ04,What condition is the can opener in?,3,Attributes,1,Knowledge,4,Feature specification,B754JDQ05,Are there any cans nearby that might explain the presence of the can opener?,9,Causality,3,Operation,1,Verification
B7P13W,2,"The teenager's room, typically unkempt, was spotless","It's unclear why the teenager's room, which is typically unkempt, is suddenly spotless.",B7P13WQ01,What prompted the teenager to clean their room?,10,Intention,2,Comprehension,10,Intention disclosure,B7P13WQ02,Is this sudden cleanliness a regular occurrence or an anomaly?,7,Contents,4,Evaluation,2,Case specification,B7P13WQ03,Did the teenager have any visitors recently?,6,Temporal relation,3,Operation,3,Concept completion,B7P13WQ04,What is the teenager's usual attitude towards cleanliness?,11,Internal state,1,Knowledge,4,Feature specification,B7P13WQ05,Are there any missing items in the room?,3,Attributes,3,Operation,3,Concept completion
B8Z30C,1,A teacher collects homework but doesn't check if the student's name is on it,It's unclear how the teacher will know who submitted their homework if they don't check if the student's name is on it.,B8Z30CQ01,Why doesn't the teacher check for the student's names on the homework?,1,Identity,2,Comprehension,10,Intention disclosure,B8Z30CQ02,How does the teacher identify whose homework is whose?,1,Identity,3,Operation,12,Method explication,B8Z30CQ03,What is the teacher's method for grading anonymous homework?,8,Procedure,3,Operation,12,Method explication,B8Z30CQ04,Does the teacher return the homework to the students?,7,Contents,1,Knowledge,1,Verification,B8Z30CQ05,Are there any consequences for students who don't put their names on their homework?,9,Causality,4,Evaluation,11,Result account
B95RK6,2,A struggling coffee shop is bustling with customers,"It's unclear how a struggling coffee shop, which implies financial or operational difficulties, is bustling with customers, suggesting a thriving business.",B95RK6Q01,Why is the coffee shop struggling despite the high customer traffic?,9,Causality,3,Operation,10,Intention disclosure,B95RK6Q02,What are the customers' reactions to the service and products?,11,Internal state,2,Comprehension,11,Result account,B95RK6Q03,Is the coffee shop's pricing competitive?,4,Quantities,3,Operation,1,Verification,B95RK6Q04,What is the quality of the coffee and other offerings?,3,Attributes,4,Evaluation,4,Feature specification,B95RK6Q05,How is the management handling the bustling crowd?,8,Procedure,3,Operation,12,Method explication
B9E1T6,2,"The toddler next door, normally noisy, is strangely silent today",Why is the normally noisy toddler next door strangely silent today?,B9E1T6Q01,Why is the toddler next door unusually quiet today?,11,Internal state,2,Comprehension,10,Intention disclosure,B9E1T6Q02,Is the toddler unwell or asleep?,3,Attributes,3,Operation,2,Case specification,B9E1T6Q03,Are the toddler's parents or caregivers at home?,1,Identity,3,Operation,3,Concept completion,B9E1T6Q04,Has there been any change in the toddler's daily routine?,6,Temporal relation,3,Operation,3,Concept completion,B9E1T6Q05,Could the toddler be engaged in a quiet activity like watching a movie or reading?,7,Contents,3,Operation,2,Case specification
BA07S1,1,"A man often goes for long walks, but never takes the same route twice",It's unclear how the man manages to never take the same route twice on his long walks.,BA07S1Q01,Why does the man avoid repeating routes?,10,Intention,2,Comprehension,10,Intention disclosure,BA07S1Q02,What motivates him to take long walks?,10,Intention,4,Evaluation,10,Intention disclosure,BA07S1Q03,Does he plan his routes beforehand or decide spontaneously?,8,Procedure,3,Operation,2,Case specification,BA07S1Q04,Is there a specific time or condition when he prefers to walk?,6,Temporal relation,3,Operation,3,Concept completion,BA07S1Q05,What kind of places does he usually pass through during his walks?,5,Spatial layout,1,Knowledge,4,Feature specification
BC0S63,2,The once white walls had been painted a deep navy blue,It's unclear who painted the once white walls a deep navy blue.,BC0S63Q01,Who painted the walls navy blue?,1,Identity,1,Knowledge,3,Concept completion,BC0S63Q02,What was the reason for changing the wall color?,9,Causality,3,Operation,9,Cause elucidation,BC0S63Q03,How does the navy blue color affect the room's atmosphere?,11,Internal state,3,Operation,8,Interpretation,BC0S63Q04,Were there any other changes made to the room?,7,Contents,1,Knowledge,1,Verification,BC0S63Q05,What is the significance of the color navy blue in this context?,7,Contents,2,Comprehension,8,Interpretation
BC4D37,2,The train left the station earlier than scheduled,It's unclear why the train left the station earlier than scheduled.,BC4D37Q01,Why did the train leave the station earlier than scheduled?,9,Causality,2,Comprehension,10,Intention disclosure,BC4D37Q02,Were there any passengers left behind due to the early departure?,7,Contents,1,Knowledge,1,Verification,BC4D37Q03,What are the potential consequences of the train's early departure?,9,Causality,3,Operation,11,Result account,BC4D37Q04,Is there a pattern of trains leaving early from this station?,7,Contents,3,Operation,1,Verification,BC4D37Q05,Could there be a specific reason for this particular train's early departure?,10,Intention,4,Evaluation,9,Cause elucidation
BI43C2,1,"A friend always carries around a small notebook, jotting down observations and ideas throughout the day.",It's unclear why the friend feels the need to constantly jot down observations and ideas throughout the day.,BI43C2Q01,What is the purpose of the notebook,10,Intention,2,Comprehension,10,Intention disclosure,BI43C2Q02,What kind of observations and ideas does the friend jot down,7,Contents,2,Comprehension,4,Feature specification,BI43C2Q03,Does the friend ever share the contents of the notebook,7,Contents,1,Knowledge,1,Verification,BI43C2Q04,How often does the friend write in the notebook,4,Quantities,1,Knowledge,5,Quantification,BI43C2Q05,Does the friend carry other items for similar purposes?,3,Attributes,3,Operation,2,Case specification
