scn_id,scn_sentence,scn_cls,model,temp
6OTA18,A necktie was draped over the toaster.,0,gpt-4-0314,1
6S4E5J,A sandwich was inside a shoebox,0,gpt-4-0314,1
6T40MR,Newspapers covered the stovetop,0,gpt-4-0314,1
6TR7L4,"A teenager buys expensive art supplies, but never creates any artwork",1,gpt-3.5-turbo-16k,1
6U1KP4,An electrician fixed the same wire again and again,1,gpt-4-0613,1
6X08YU,"The bridge, once sturdy, now sways in the breeze",2,gpt-4-0613,1
6X18JT,The neighbor walked his cat where he normally walked his dog,2,gpt-4-1106-preview,1
6XO8Y9,A beach towel covers a car windshield,0,gpt-4-1106-preview,1
6ZB0I7,A chef carries a potted plant through the restaurant,1,gpt-4-0314,1
704RMO,A woman set two plates at the dinner table every night but ate alone,1,gpt-4-0613,1
70AMO9,The bell signaling the start of school did not ring at the usual time,2,gpt-4-0613,1
71OQ9W,A tree branch was in the oven,0,gpt-4-0314,1
72BO0U,An email remains unread in the inbox marked with priority,2,gpt-4,1
73XTJ2,A freesbee sits in the bathroom,0,gpt-4-0314,1
74XPY1,A basketball player who always made the most shots suddenly missing every basket,1,gpt-4,1
761FWA,A microwave oven is in the backseat of a convertible car,0,gpt-4-1106-preview,1
76WYS1,A coffee mug is bolted to the ceiling,0,gpt-4,1
785ZKU,A restaurant owner was observed opening his establishment every day only for an hour,1,gpt-4,1
78P0GT,"An old man visited the cemetery every day, carrying an unopened bottle of wine",1,gpt-4-0613,1
78Q9BG,The lifeguard sat facing away from the pool.,1,gpt-4-1106-preview,1
7A5YP0,A washing machine is in the middle of a park,0,gpt-4,1
7FSJ13,A pair of boots dangled from a ceiling fan,0,gpt-4-0314,1
7JXP09,"A man meticulously maintains his garden, but never allows anyone to enter it",1,gpt-3.5-turbo-16k,1
7K9DR0,"Sarah's car, usually parked perfectly, is now skewed",2,gpt-4,1
7KM60S,A laptop is sitting in a bird's nest,0,gpt-3.5-turbo-16k,1
7O98FU,A hairbrush is lying on a bed of flowers,0,gpt-3.5-turbo-16k,1
7R4Q5B,The quiet old man at the corner house now blasts classical music every evening,2,gpt-4,1
7WD2G0,A toothbrush is on the roof of a house,0,gpt-4,1
809PGQ,A collection of unopened mail is piled inside a laundry basket,0,gpt-4-0314,1
81MUX2,A bicycle rested on top of the dining table,0,gpt-4-0314,1
83SP7F,The television set that showed colors suddenly turned black and white,2,gpt-4-0613,1
86DYN1,The photographer took photos in complete darkness,1,gpt-4-1106-preview,1
86Z2UM,Ping pong balls are seen nestled in a bird's nest,0,gpt-4,1
875VTB,"A bakery, known for its aroma of fresh bread, was silent and free of any smell",2,gpt-4,1
8G23JT,A sweetpotato rests on the front doorstep,0,gpt-4-0314,1
8J6SQ4,The lone tree in the park started to bear yellow apples,2,gpt-4-0613,1
8KCO13,A gym-goer only stretches in the corner for hours,1,gpt-4-0314,1
8KY0D1,A woman walks into a library and shushes everyone without cause,1,gpt-4-0314,1
8LN0P4,The regular chirping of a bird at dawn was replaced by an unexpected stillness.,2,gpt-4-1106-preview,1
8MCI42,A car stopped suddenly in the middle of the road,2,gpt-4-0314,1
8NY42P,A camera was hanging from a shower curtain rod,0,gpt-3.5-turbo-16k,1
8S45MP,The snow that usually covered Mount Monroe has completely disappeared,2,gpt-4,1
8SL1X9,A paperclip is floating in a bowl of soup,0,gpt-3.5-turbo-16k,1
90T4BW,"A musician, once able to play without sheet music, now strains to read the notes on the stand",2,gpt-4-0613,1
90ZVS8,A teapot is on the conveyor belt at a hardware store,0,gpt-4-1106-preview,1
94B5GI,A man arrives home with mud-covered shoes,1,gpt-3.5-turbo-16k,1
951GST,A lawyer stares at a parking meter for several minutes without putting any coins in,1,gpt-4-0314,1
96PM7Z,Gloves were found in the cookie jar,0,gpt-4-0314,1
9A06BO,"A teenager stands outside a bank, timing the entrance and exit of its customers",1,gpt-4-0314,1
9A83KV,The dusty hiking trail was now paved and clean,2,gpt-4-0613,1
9B1VI8,A woman who always wore skirts was in trousers,2,gpt-4-0613,1
9C53GQ,The pianist played the same note repeatedly throughout the concert,1,gpt-4-1106-preview,1
9C5YR6,"Despite having a car, a woman was seen cycling to work every day",1,gpt-4,1
9D7JE8,A hairdryer is positioned next to the oven,0,gpt-4-0314,1
9J8BU0,"An athlete stopped in the middle of a marathon, sat on the curb and watched the other racers",1,gpt-4-0613,1
9JE20Q,A bird left the nest it was building,2,gpt-4-0314,1
9M38NB,"A bakery, usually closed on Sundays, had a line of customers outside",2,gpt-4,1
9QPH67,A driver didn't get out of his car after parking it,1,gpt-4-0613,1
9TL24D,A stack of books is in the washing machine,0,gpt-4,1
9TV61N,A vacuum cleaner occupied a parking space outside,0,gpt-4-0314,1
9W06KS,An artist's easel held a blank canvas for a week,2,gpt-4-0613,1
9X4ZS7,A birdwatcher scares the birds away with his sudden movements,1,gpt-4-0613,1
A12K0U,A laptop teetered on the edge of a washing machine,0,gpt-4-0314,1
A2G6M5,A suitcase is open on the living room floor,0,gpt-4-0314,1
A38TH6,A feather duster perches atop a computer monitor,0,gpt-4,1
A51N0F,The pilot landed the plane at a different airport,1,gpt-4-1106-preview,1
A64B9Q,A man walks into a library and starts stacking books in the corner,1,gpt-4-0314,1
A74M6B,An umbrella is propped open on a bed,0,gpt-4-0314,1
A862IQ,A gentleman hands his umbrella to a stranger and continues to walk basking in the rain,1,gpt-4-0314,1
A8R16B,"An express train was stopped at a small, rarely used station.",2,gpt-4-1106-preview,1
A8ZV34,A politician takes notes during casual conversations at a party,1,gpt-4-0314,1
A9G05S,"The cat, previously aloof, now seeks affection",2,gpt-4-0613,1
AB90M7,A wristwatch started making loud rubbing noises,2,gpt-4-0314,1
AE27L1,"The athlete, once swift and nimble, now slows his pace",2,gpt-4-0613,1
AJE918,A set of measuring spoons dangles from a showerhead.,0,gpt-4-0314,1
AP14U5,A zookeeper reading a bedtime story to the giraffes,1,gpt-4,1
AQ4P90,A skateboard is propped up in a grocery cart,0,gpt-4-1106-preview,1
AQ6T74,"The artist, always brimming with ideas, now stares blankly at his canvas",2,gpt-4-0613,1
AW95N6,A teammate never celebrates after scoring a goal,1,gpt-3.5-turbo-16k,1
AZ64S7,A mechanic uses a hammer to fix cars,1,gpt-4-0613,1
B0U9D5,"A classmate frequently doodles during lectures, but still gets top grades",1,gpt-3.5-turbo-16k,1
B3K5S1,A woman was spotted walking her dog at three in the morning,1,gpt-4,1
B487DY,A kid was throwing stones to apples hanging on trees in the park,1,gpt-4,1
B5N1T7,A mug is on the bookshelf,0,gpt-4,1
B754JD,A can opener is sitting on a basketball court,0,gpt-3.5-turbo-16k,1
B8Z30C,A teacher collects homework but doesn't check if the student's name is on it,1,gpt-4-0314,1
B9E1T6,"The toddler next door, normally noisy, is strangely silent today",2,gpt-4,1
BA07S1,"A man often goes for long walks, but never takes the same route twice",1,gpt-3.5-turbo-16k,1
BC4D37,The train left the station earlier than scheduled,2,gpt-4-0314,1
BL210X,A door in the house suddenly slammed shut,2,gpt-4-0314,1
BM2E16,A frying pan lay upside down on the bedroom floor,0,gpt-4-0314,1
BP276J,A book was missing from the dusty bookshelf,2,gpt-4-0613,1
BQU460,An ironing board leans against a barbecue grill,0,gpt-4,1
BVQ258,A keyboard is floating in a bathtub,0,gpt-3.5-turbo-16k,1
BWG813,A movie director hums soundtracks while shooting scenes.,1,gpt-4-0613,1
BY746U,The parking ticket was in the cereal box,0,gpt-4-0314,1
C038EJ,A student handed back his full scholarship without giving any reason,1,gpt-4-0613,1
C18LE4,A teacher walks into a classroom with a motorcycle helmet,1,gpt-4-0314,1
C381HE,A golf club is in the bathroom,0,gpt-4,1
C3N0E8,The mailman's bag seems lighter today,2,gpt-4-0613,1
C56B7S,A set of car keys dangles from a tree branch,0,gpt-4-0314,1
C690IV,A house that was always tidy was in disarray,2,gpt-4-0613,1
C72Z6O,A woman opened her umbrella indoors,1,gpt-4,1
C835VX,A table lamp is hanging from a tree branch,0,gpt-4,1
C86ZF5,The fan suddenly stopped spinning,2,gpt-4-0314,1
C8U3G5,A park usually filled with children was empty,2,gpt-4-0613,1
CE9W03,The dog who barks at anyone passing by is oddly calm today,2,gpt-4,1
CG481Z,The barista filled the cup only halfway with coffee,1,gpt-4-1106-preview,1
CJ35I4,"A child collects rocks from the beach, but throws them away as soon as he gets home",1,gpt-3.5-turbo-16k,1
CK807A,A woman brings her own chair to a movie theater despite plenty of available seating,1,gpt-4-0314,1
D04EV7,A refrigerator magnet is attached to a car door,0,gpt-4-0314,1
D0G24J,A canary in the cage had fallen silent,2,gpt-4,1
D58YA2,A piano that used to play melodies was stuck on one note,2,gpt-4-0613,1
D5P2G4,An older gentleman insists on carrying an empty purse wherever he goes,1,gpt-4-0314,1
D7T12U,"A stylist, seen choosing polka dots for every outfit",1,gpt-4,1
D975LJ,A pile of books occupies the bathroom shelf,0,gpt-4,1
DA960E,A cyclist pedaled only backwards in a heavy traffic,1,gpt-4-0613,1
DEO843,A librarian whispers to herself while organizing the books,1,gpt-4-0613,1
DW03S6,A student spends lunch breaks alone in the library,1,gpt-4-0314,1
DW3B60,"A classmate always arrives late to class, but never seems bothered by it",1,gpt-3.5-turbo-16k,1
E23H1M,A dog circles a tree repeatedly without stopping,1,gpt-4-0314,1
E4DN36,A huge kite soared high in the sky,2,gpt-4-0314,1
E4R1T7,A rolling pin is placed beside gym weights,0,gpt-4-1106-preview,1
E6K45O,A chef shakes hands with every single person before starting to cook,1,gpt-4-0613,1
E6Q39V,The security guard left the gate unlocked during his shift,1,gpt-4-1106-preview,1
E9HD32,A gluestick sits on a tree branch,0,gpt-4,1
EH27V6,A remote control is sitting on a billiard table,0,gpt-3.5-turbo-16k,1
F178AQ,A set of car keys is frozen inside an ice cube tray,0,gpt-4-1106-preview,1
F295UN,A tree in the park has lost all its leaves over a single night,2,gpt-4,1
F54M8C,A dog trainer was seen using a cat whistle,1,gpt-4,1
F87B6D,A computer mouse rests in a flower pot,0,gpt-4-0314,1
FG96P3,A sack of potatoes is sitting on a computer chair,0,gpt-4,1
FQD849,A cashier counts the change given to a customer multiple times,1,gpt-4-0314,1
FX036K,A laptop is lying on the grass roof of a hut,0,gpt-4-1106-preview,1
FXN409,"The postman makes his rounds by bike, but today a postal van stopped at each mailbox",2,gpt-4-1106-preview,1
G1V7M0,A teacher erased the blackboard before anyone could take notes,1,gpt-4-0613,1
G45LN6,A hairdryer is on the kitchen countertop,0,gpt-4,1
G45X2V,A policeman patrolling the same street corner every single hour,1,gpt-4,1
G7Q24H,A portable speaker is tucked into the microwave,0,gpt-4-0314,1
GJ8T24,A fork was found in the pencil holder,0,gpt-4-0314,1
GS0V69,A person uses their clothes to wipe down surfaces at a cafe,1,gpt-4-0314,1
GS89Q1,A laundry basket is on top of a refrigerator,0,gpt-3.5-turbo-16k,1
GU405M,"A pilot walks around the airplane, tapping randomly on the exterior",1,gpt-4-0314,1
GU6J30,"The book, always smooth, now opens with a stuttering creak",2,gpt-4-0613,1
H2I1U0,"A roommate never washes their dishes, but always cleans the common areas",1,gpt-3.5-turbo-16k,1
H3N0C6,"A clock, which always made a ticking sound, now has no noise",2,gpt-4-0613,1
H4D5P1,The plants in the garden withered and turned brown overnight,2,gpt-4-0314,1
H6B0I2,A chef drops a dish on the floor and simply walks away,1,gpt-4-0314,1
HF354K,A boy started bringing an umbrella to school even during sunny days,1,gpt-4,1
HMT310,"A teammate always arrives early to practice, but never seems prepared.",1,gpt-3.5-turbo-16k,1
HT3E49,A chef was seen fishing in his restaurant's aquarium,1,gpt-4,1
I0AD97,A businessman wore two different shoes to the meeting.,1,gpt-4-0613,1
I40Z6O,The church bell rang at midnight instead of noon,2,gpt-4,1
IC71D9,"A woman practices a foreign language, but refuses to speak it in public",1,gpt-3.5-turbo-16k,1
IH41V6,A pair of sunglasses are in the freezer,0,gpt-4,1
J06KN1,The hairdryer was in the shoe rack,0,gpt-3.5-turbo-16k,1
J1N40V,A lawyer flips through a comic book during recess at court,1,gpt-4-0314,1
J270ZH,The boisterous marketplace was eerily silent,2,gpt-4-0613,1
J2Q49P,A child at the playground was burying his new toy car in the sand pit,1,gpt-4,1
J32AI4,A dining chair is on top of the car,0,gpt-4,1
J59N8K,The clock tower had chimed every hour on the hour until today's unexpected silence,2,gpt-4-1106-preview,1
J6M14X,A scarf was draped over the bicycle handlebars,0,gpt-3.5-turbo-16k,1
J95XO1,A stapler is sitting on a windowsill,0,gpt-3.5-turbo-16k,1
J9HG75,A woman was seen drawing all over public sidewalks with a chalk,1,gpt-4,1
J9RX26,"An athlete checks their shoe size, then tries on smaller shoes",1,gpt-4-0314,1
JBQ013,A teapot is hanging from the clothesline,0,gpt-4,1
JC582Y,A pair of slippers is arranged on a kitchen shelf,0,gpt-4-0314,1
JHT476,The teacher erased the board halfway through the lesson,1,gpt-4-1106-preview,1
JK64O1,An actor known for playing villains was cast as the hero,2,gpt-4-0613,1
JKG764,"The lake, usually filled with ducks, is strangely empty",2,gpt-4,1
JL17N2,"The mirror, which was once complete, is now broken into pieces",2,gpt-4-0613,1
K1N5R3,The tailor measured the sleeve length incorrectly on purpose,1,gpt-4-1106-preview,1
K1Z49V,An umbrella is open in a shower stall.,0,gpt-4-1106-preview,1
K3H5C1,A child whispers furiously into a seashell at the beach,1,gpt-4-0314,1
K45HF6,A dish sponge is tucked between the pages of a book,0,gpt-4,1
K4RG39,"The boisterous child, previously filled with energy, now lounges in quiet repose",2,gpt-4-0613,1
K82Y3I,A cell phone's battery drained at an alarming rate,2,gpt-4-0314,1
K9UV75,"The swing set in the park, usually squeaky, moved noiselessly in the wind",2,gpt-4-1106-preview,1
KJ72X6,A babysitter watches TV instead of the children they're supposed to be watching,1,gpt-4-0314,1
KN04Q3,A book lays open on the sandbox,0,gpt-4-0314,1
KQ93I2,"The room, previously cluttered, presents a pristine and orderly vista",2,gpt-4-0613,1
KQL109,A newspaper is spread out under a sleeping cat,0,gpt-4-0314,1
KQY594,A fast-food worker adds extra fries to only some orders,1,gpt-4-0613,1
KW31R8,A barista intentionally misspelled names on cups,1,gpt-4-0613,1
KY826H,"A child stocks up on supplies for a camping trip, but never goes camping",1,gpt-3.5-turbo-16k,1
L20V4J,"A tree, once lush and verdant, stands bare and skeletal",2,gpt-4-0613,1
L3HS49,A woman walked alone where she usually strolled with a friend,2,gpt-4,1
L548VA,A cell phone floated in the birdbath,0,gpt-4-0314,1
LD469P,Shoes were arranged on the dining table,0,gpt-4-0314,1
LF0B48,The mechanic returned the car with an empty gas tank,1,gpt-4-1106-preview,1
LH30X1,A cat ordinarily quick on its feet was walking slowly,2,gpt-4-0613,1
LWM853,A child's voice began to crack as he spoke,2,gpt-4-0314,1
M3R57D,The automatic doors at the grocery store didn't slide open as customers approached,2,gpt-4-1106-preview,1
MF2Z90,"A cat normally paced around the porch, but it was sitting still",2,gpt-4-0613,1
MR53Y2,The vacant house on Elm street now had a welcome mat at the doorstep,2,gpt-4,1
MW286U,A man started painting the walls of his house at midnight,1,gpt-4,1
MW7O60,An old lady began digging a hole in the middle of a public lawn,1,gpt-4,1
MY4S95,An old oak tree suddenly fell without warning,2,gpt-4-0314,1
N0T7F9,A pair of socks is found in the microwave,0,gpt-4,1
N1AX07,A keychain was dangling from a ceiling fan,0,gpt-3.5-turbo-16k,1
N2YW40,A woman consistently refuses to look at any mirrors in a store,1,gpt-4-0314,1
N4J68Q,A tennis racket is lying on a desk in the office,0,gpt-4,1
N580QE,The streetlights turned off an hour before dawn,2,gpt-4-1106-preview,1
N6KP14,A toilet plunger appeared on an office desk,0,gpt-4-0314,1
N90Z7C,"The town's church bell, silent for years, tolled again",2,gpt-4,1
NK874Q,A cup of coffee remained untouched for hours,2,gpt-4,1
NU862Z,A gardener was watering his plants in the rain,1,gpt-4-0613,1
NZ5L49,A woman returns the same book to the library three times in a week,1,gpt-4-0314,1
O5P7K4,The library's book return bin overflowed with books,2,gpt-4,1
O5UJ32,The traffic light skipped its usual pattern,2,gpt-4-0314,1
O67MB8,An office chair is in the shallow end of a pond,0,gpt-4-1106-preview,1
OJ97R5,"The teacher's desk, typically cluttered with papers and books, was cleared off",2,gpt-4-1106-preview,1
OQ2A01,A pharmacist always cross-checks prescriptions by calling the doctors,1,gpt-4-0613,1
P31F5O,A fire extinguisher is mounted on a baby crib,0,gpt-4-1106-preview,1
P36O0A,A teammate always wears mismatched socks,1,gpt-3.5-turbo-16k,1
P41M2N,An artist sketches a picture but never looks at the subject they're drawing,1,gpt-4-0314,1
P4U87L,The car key was dangling from the refrigerator door,0,gpt-4-0314,1
P64V2M,A yoga mat is draped over a park bench,0,gpt-4-1106-preview,1
P87J9S,An umbrella was hanging on the treadmill,0,gpt-4-0314,1
P902UR,A woman claps in the middle of a funeral service while everyone remains silent,1,gpt-4-0314,1
PAJ432,Work boots stand on the shelves of a bakery,0,gpt-4-1106-preview,1
PG98H6,"A woman buys a bouquet of flowers, but leaves them unattended on the kitchen counter",1,gpt-3.5-turbo-16k,1
PS091M,"A chef, known for his elaborate presentations, served a dish that was visually simple",1,gpt-4,1
PVI082,A keyboard is discarded in the school fountain,0,gpt-4,1
Q082ON,The jogger ran the opposite direction on the track,1,gpt-4-1106-preview,1
Q094UX,A rubber duck sat on the printer,0,gpt-4-0314,1
Q25DU1,The waiter served the appetizer after the dessert,1,gpt-4-1106-preview,1
Q2P17Z,A girl was seen eating lunch inside a closet at school,1,gpt-4,1
Q3F75E,A farmer plants flowers amongst his crops,1,gpt-4-0314,1
Q3Z7C4,A stethoscope winds around a television,0,gpt-4,1
Q52UB0,A boy kept his school bag in the refrigerator,1,gpt-4,1
Q5RT80,A tube of toothpaste hides in a cereal box,0,gpt-4-0314,1
QB65E8,"In the place of wheat, sunflowers grew in the fields",2,gpt-4,1
QY176E,A boss often makes promises but never follows through,1,gpt-3.5-turbo-16k,1
R082UB,The park that was usually filled with litter is now spotless and clean,2,gpt-4,1
R157QJ,A car shiny and clean was covered in mud,2,gpt-4-0613,1
R1MP79,A colleague always keeps their office door closed,1,gpt-3.5-turbo-16k,1
R52W1O,A young woman uses her hands to eat soup at a fancy restaurant,1,gpt-4-0314,1
RBY620,"The river, consistently blue, now churns with brown silt",2,gpt-4-0613,1
RF8S47,A bicycle leans against the living room wall,0,gpt-4-0314,1
RG25W1,"A teenager spends hours in front of a mirror, but never applies any makeup",1,gpt-3.5-turbo-16k,1
RJ09T4,A vacuum cleaner stands in the middle of a children's playground,0,gpt-4-1106-preview,1
RPX370,A boss frequently asks for feedback but never implements any changes,1,gpt-3.5-turbo-16k,1
RU108Y,"A friend always asks for advice, but never takes it",1,gpt-3.5-turbo-16k,1
RY701F,The fisherman cast his net on the shore itself,1,gpt-4-1106-preview,1
S09EC4,"A woman meticulously arranges her books on the shelf, but seems to forget their titles when asked",1,gpt-3.5-turbo-16k,1
S0F3M5,The cat who always took a nap on the porch is suddenly awake at night,2,gpt-4,1
S6B7F4,The cashier gave change without counting it,1,gpt-4-1106-preview,1
S7EF35,"A man adopts multiple pets, but never lets them out of their cages",1,gpt-3.5-turbo-16k,1
S81M7Z,"A dog in neighborhood, no collar before, now spotted with one",2,gpt-4,1
S9B82H,A musician recorded the sounds of the city instead of playing his guitar,1,gpt-4-0613,1
SA0I79,A classmate consistently talks to others during exams,1,gpt-3.5-turbo-16k,1
SU29Q5,A child is seen drawing on the wall with crayons,1,gpt-4-0613,1
SW7Z54,"The man, previously lean, boasts a bulkier form",2,gpt-4-0613,1
T04K3S,"The florist's display, always brimming with color, featured only shades of white today.",2,gpt-4-0314,1
T1KD95,The keys were in the fish tank,0,gpt-3.5-turbo-16k,1
T7P43G,A user continued refreshing the same webpage every five minutes,1,gpt-4-0613,1
T9DX71,A doctor wears a clown hat while examining patients,1,gpt-4-0613,1
T9V4N1,A man walked into a bar at 9 am in the morning wearing pajamas,1,gpt-4,1
TJA401,An alarm clock is discovered inside a lunchbox,0,gpt-4,1
TQ510P,A runner halted abruptly in the middle of the track,2,gpt-4-0613,1
U4CP92,"The gym, open 24/7, had its doors locked and lights off during peak hours",2,gpt-4-1106-preview,1
U82A7D,The automatic doors didn't open when approached,2,gpt-4-0314,1
U9IJ14,The city's iconic stone statue had a fresh coat of paint,2,gpt-4,1
UC76V3,The newspaper was scattered on the roof,0,gpt-3.5-turbo-16k,1
UD874E,An employee who was always tardy arrived early,2,gpt-4-0613,1
UJ302N,A shovel is in the wardrobe,0,gpt-4,1
UK07N3,A blender is balanced on a stack of books,0,gpt-4-0314,1
UNJ056,A phone that incessantly rang was silent,2,gpt-4-0613,1
UO017V,The tree that always bloomed first in spring remained barren,2,gpt-4-1106-preview,1
UP521T,The ice cream melted in the freezer,2,gpt-4-0314,1
UP60T1,An alarm clock rang with an unexpectedly loud sound,2,gpt-4-0314,1
UR5Q13,The endless desert suddenly had a streak of color - a line of blooming flowers.,2,gpt-4,1
US280G,A man started knitting a sweater in the middle of a business meeting,1,gpt-4,1
V0ST41,"There are a lot of people in the pool, but the lifeguard seat is vacant",2,gpt-4-0613,1
V1K72N,Every mailbox on the street suddenly bore a red flag,2,gpt-4,1
V1Y5L4,The living room rug is draped over the dining table,0,gpt-4,1
V302FX,A hairbrush is stuck in a hedge.,0,gpt-4,1
V5O48R,A coat hanger clung to the curtain rod,0,gpt-4-0314,1
V794EP,A bicycle is parked in the pantry,0,gpt-4-0314,1
VJI316,A toothpaste tube is on top of a mountain,0,gpt-3.5-turbo-16k,1
VL92J8,A wristwatch is submerged in a jar of pickles,0,gpt-4,1
VT108R,A book that had always been on the shelf was missing,2,gpt-4-0613,1
W092PH,A woman was spotted walking her cat on a leash in the city center,1,gpt-4,1
W24ND5,A car that always stayed in the driveway was missing,2,gpt-4-0613,1
W2F19R,A bride left the altar during her wedding ceremony,1,gpt-4-0613,1
W2G6D7,"A teenager always smiles and greets everyone, but never makes eye contact",1,gpt-3.5-turbo-16k,1
W31S4D,A microwave occupies a parking space,0,gpt-4-1106-preview,1
W3N4C0,A skateboard leaned against the refrigerator door,0,gpt-4-0314,1
W40UI3,"A child practices playing an instrument every day, but refuses to perform for anyone",1,gpt-3.5-turbo-16k,1
W5JV83,"A man has an extensive collection of paintings, but never displays them in his house",1,gpt-3.5-turbo-16k,1
W6QA39,The garage door opener is in the freezer,0,gpt-4,1
W9PG40,A pillow lay on a coffeee table,0,gpt-4-0314,1
WA623O,A taxi driver refuses to drive after sunset,1,gpt-4-0613,1
WF017B,A hat was balanced on the branch of a tree,0,gpt-3.5-turbo-16k,1
WF962J,A dog walker was seen taking a parrot for a 'walk' at a local park,1,gpt-4,1
WL47M2,A man switched from a bike to a scooter,2,gpt-4-0314,1
WND721,A banker was seen using a calculator for simple arithmetic calculations,1,gpt-4,1
WT3J70,A once-pristine white shirt developed a large stain,2,gpt-4-0314,1
WXS089,A dog that enjoyed playing fetch was lying motionless.,2,gpt-4-0613,1
WY24L6,An office that perpetually buzzed with conversation was quiet,2,gpt-4-0613,1
X0JI71,A mechanic seen polishing a car that was meant to be junked,1,gpt-4,1
X3N52F,A field usually filled with flowers was covered in snow,2,gpt-4-0613,1
X5T7R4,The chef used salt instead of sugar in the cake,1,gpt-4-1106-preview,1
X64M1T,"A desk in the office, which was always messy, was now surprisingly clean",2,gpt-4,1
X86ZT7,The bookstore's 'Open' sign flipped to 'Closed' midday on a busy Saturday,2,gpt-4-1106-preview,1
X906SB,A businessman carries an inflatable flamingo everywhere he goes,1,gpt-4-0314,1
X94V7E,A bus driver took a different route every day,1,gpt-4-0613,1
Y5HU24,A microwave was found on the porch,0,gpt-4-0314,1
Y8R09T,The clock on the city tower had stopped ticking,2,gpt-4-0613,1
Y910UN,A jogger took a different route than usual,2,gpt-4-0314,1
Y972BP,An umbrella hangs from the rearview mirror of a car,0,gpt-4,1
Y982LE,"A vending machine on the third floor, always stocked, displayed an 'Out of Service' sign",2,gpt-4-1106-preview,1
YD7A93,A cupcake was perched on top of a traffic cone.,0,gpt-3.5-turbo-16k,1
YK30R7,"The sea, which was usually calm, is now swirling with uncontrolled energy",2,gpt-4-0613,1
YQ0N29,A bicycle is floating in a swimming pool,0,gpt-3.5-turbo-16k,1
YR470X,"A plumber looks into an empty toolbox, then leaves a job without fixing anything",1,gpt-4-0314,1
Z36A8C,Shampoo is on the living room rug,0,gpt-4,1
Z4L9V7,A salesman waters the parking lot outside his car dealership,1,gpt-4-0314,1
Z6AB24,A dinner plate is on the bathroom floor,0,gpt-4,1
Z930DU,A banana peel sits atop a grand piano,0,gpt-4,1
ZB86Q0,A mail carrier lingers in front of an empty house,1,gpt-4-0314,1
ZL780I,A golf ball is found in a flower pot,0,gpt-4,1
ZM0K29,"A man visits multiple cashiers at the same store, buying just one item each time",1,gpt-4-0314,1
ZUV567,A watering can is placed on the bed,0,gpt-4,1
